cim	fajta	lap	szakasz	sor	mit
0x00c8230c	?	picasa-imagedata-rekord.md	7. A mező TÍPUSÁT az RTTI mondja meg — és igazolja a PMP-típuskódokat	179	CColumn<unsigned___int64,1,322043908>::vftable 0x00c8230c
0x00c8230c	?	picasa-imagedata-rekord.md	7. A mező TÍPUSÁT az RTTI mondja meg — és igazolja a PMP-típuskódokat	190	\| \`CColumn<unsigned___int64,1,322043908>\` (\`0x00c8230c\`) \| 322043908 \| \`0x13320004\` \| **0x04** — u64 \|
0x00c8230c	vtábla	picasa-imagedata-rekord.md	8. Minden oszlopnak SAJÁT zárja van	208	\| \`+0x00\` \| vtábla (\`0x00c8230c\`) \| \`0x00495377\` \|
0x00c82330	vtábla	picasa-imagedata-rekord.md	8. Minden oszlopnak SAJÁT zárja van	213	\| \`+0x48\` \| második vtábla (\`0x00c82330\`) \| \`0x0049537d\` \|
0x00c82344	?	picasa-imagedata-rekord.md	7. A mező TÍPUSÁT az RTTI mondja meg — és igazolja a PMP-típuskódokat	188	\| \`CColumn<unsigned_long,1,322043905>\` (\`0x00c82344\`) \| 322043905 \| \`0x13320001\` \| **0x01** — u32 \|
0x00c82648	?	pmp-database.md	129. 11.3 A `CThumbDB` teljes objektum-kiosztása	3697	\| \`+0x64\` (100) \| \`0x00c82648\` \| **\`IAlbumPersistedCallback\`** \|
0x00c827f8	?	filters-decoded.md	247. A megnevezett következő lépés	6401	(\`vftable 0x00c827f8\`, 8 rekesz), ami a
0x00c827f8	?	filters-decoded.md	247. A megnevezett következő lépés	6404	(\`0x00438b3d utasítás dword ptr [esp+0x28], 0xc827f8\`), és ezt adja át a
0x00c8281c	?	filters-decoded.md	247. A megnevezett következő lépés	6402	**\`ytArray<IImageFilter*,1,ytBaseThread>\`** (\`0x00c8281c\`) leszármazottja.
0x00c82988	?	ui-audit-mainwindow.md	59. 1. Mit CSINÁL — a megszakítás valódi, nem látszat	1295	\`0x00c82988\`) ezeket a mezőket tartja:
0x00c82fbc	?	picasa-tartalomkulcs.md	37. 1. A rekord **304 bájtos** (`0x130`) tömbelem — és a mezőtérkép	687	\| \`+0x50\`/\`+0x54\` \| 64 bites szám, \`%I64u\`-val formázva \| \`0x007db9e0\`–\`0x007db9e8\` (\`0x00c82fbc\`) \|
0x00c82fcc	vtábla	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	97	⭐ **2026-09-06 (14.
0x00c82fcc	adat	picasa-ini-format.md	5. `[Contacts]` / `[Contacts2]` — személyek	79	\| kulcs \| a névjegy 64 bites azonosítója, \`%I64x\` \| \`0x00c82fcc\` \|
0x00c82fcc	?	picasa-ini-format.md	13. A LEGACY `crop=` alak — és hogy a Picasa 3 MIGRÁLJA (2026-09-02)	576	majd \`%I64x\`-szel írja ki (\`0x00c82fcc\`, \`0x0042258e\`), és eléfűzi a
0x00c82fcc	?	picasa-ini-format.md	13. A LEGACY `crop=` alak — és hogy a Picasa 3 MIGRÁLJA (2026-09-02)	693	0x0068b614 utasítás 0x00c82fcc ; "%I64x"
0x00c82fcc	?	picasa-ini-format.md	96. A vágópont 64 bites, `%I64x` alakban — a skála eldőlt (2026-08-16)	3067	0x0049fb7e utasítás 0xc82fcc ; "%I64x"
0x00c82fcc	adat	picasa-menu-parancsok-viselkedes.md	353. 24.5 A `[Contacts2]` érték PONTOS formátuma	5625	\| kulcs \| a névjegy 64 bites azonosítója, \`%I64x\` (\`0x00c82fcc\`) \|
0x00c82fcc	?	picasa-tartalomkulcs.md	13. Bizonyíték a binárisból	190	\| **szétszedő** \| \`0x00414b40\` \| \`utasítás eax, 0x20\` — **pontosan 32 karaktert vár**; az első 16-ot és a \`[e…
0x00c82fd4	?	picasa-eger-es-kijeloles.md	8. 4/d A vágó-átfedés elsötétítése — `Property negativemode` (2026-08-17, #900)	133	0x009c79ce utasítás 0xc82fd4 ; "%x"
0x00c82fd8	adat	kek-info-sav.md	30. 10.2 ⭐ A választás: a két FORMÁZOTT DÁTUM sztring-egyenlősége	470	0x005700e6 utasítás 0x00c82fd8 ; "%ld" — a darabszám
0x00c82fdc	?	filterdesc-registry.md	134. 3. További mérések ebből a körből	5142	(\`0x00c82fdc = "rb"\`), majd a \`[reg+0x1454]\` térképbe szúr be
0x00c83078	?	picasa-menu-parancsok-viselkedes.md	88. nyitott kérdésének lezárása	1548	\| **\`datesort\`** \| \`0xc83078\` \| \`0x004a195f\`–\`0x004a1991\` \| \`[obj+0xd8]\` — a **lista-rendezés módja** \|
0x00c83084	?	picasa-menu-parancsok-viselkedes.md	88. nyitott kérdésének lezárása	1549	\| **\`peoplesort\`** \| \`0xc83084\` \| \`0x004a198c\`–\`0x004a19bd\` \| \`[obj+0xdc]\` — a **személy-lista rendezés…
0x00c83090	?	picasa-menu-parancsok-viselkedes.md	88. nyitott kérdésének lezárása	1550	\| **\`albumlistflip\`** \| \`0xc83090\` \| \`0x004a19d5\`–\`0x004a1a05\` \| \`[obj+0x165]\` (bájt, \`setne\`) — a **…
0x00c835d0	?	ui-audit-mainwindow.md	32. A `Hierarchy_p` telemetria, nem beállítás (2026-08-16)	828	0x004b9e74 utasítás edi, 0xc835d0 ; "Hierarchy_p"
0x00c835e0	?	picasa-mappakezelo.md	51. 13.5 A `ytVolumeIsExternalFS` predikátum — és miért NEM ellentmondás a neve	1637	\| \`ytVolumeInfo\` (bázis) \| \`0x00c835e0\` \| \`0x00c07709\` \| \`_purecall\` \|
0x00c83608	?	picasa-mappakezelo.md	51. 13.5 A `ytVolumeIsExternalFS` predikátum — és miért NEM ellentmondás a neve	1639	\| \`ytVolumeIsGDrive\` \| \`0x00c83608\` \| \`0x004a01d0\` \| \`fs == "GREDIR"\` **vagy** a kötetnév \`"googlewebdri…
0x00c83df0	?	kollazs-eletciklus.md	322. 61.2 ⭐ A beolvasó oldala: a `parser + 0x30` a `version` ATTRIBÚTUM	6273	0x008328fb utasítás esi, 0xc83df0 ; 'version' (kiolvasva)
0x00c83df0	adat	kollazs-eletciklus.md	325. 61.5 Melléklelet: a beolvasó attribútum-térképe (részleges)	6323	\| \`version\` (\`0x00c83df0\`) \| \`parser + 0x30\` \| sztring-értékadás (\`0x00832949\`) \|
0x00c83df0	?	kollazs-eletciklus.md	325. 61.5 Melléklelet: a beolvasó attribútum-térképe (részleges)	6333	a táblában van, hanem a \`0x00c83df0\`-en, egy általános sztringnél.
0x00c83fe4	?	biztonsagi-mentes.md	5. 2. A `backups.xml` mezői — a bejárás sorrendjében	104	\| \`type\` \| 4 \| \`0x00c83fe4\` \| mindig \| ld.
0x00c83fe4	függvény	biztonsagi-mentes.md	56. 15.8 A `NewBkDialog` vezérlői — a készlet-párbeszéd MŰKÖDÉSE	1371	\| \`type\` \| \`0x00c83fe4\` \| \`FUN_00679310\` (\`0x00679467\`) · \`FUN_00678e80\` (\`0x00678ef1\`, \`0x00678f48\`…
0x00c843d8	?	biztonsagi-mentes.md	5. 2. A `backups.xml` mezői — a bejárás sorrendjében	103	\| \`filter\` \| 6 \| \`0x00c843d8\` \| mindig \| a készlet szűrője \|
0x00c843d8	?	filterdesc-registry.md	132. 1. A `+4` offszet NEM pásztázható — ez maga is lelet	5106	\`filter\` (\`0x00c843d8\`, 7 bájtos \`repe cmpsb\` a \`0x008ff592\`-nél);
0x00c843d8	?	filterdesc-registry.md	137. 1. A hiányzó szem: előléptetés a `</filter>` lezárásakor	5186	\`repe cmpsb\` a \`0x00c843d8\`-ra):
0x00c84c10	?	picasa-keptalca.md	47. 20.2 A felirat NÉGY változatban áll elő — nem egyben	883	\`0x00c8f004\` = \`Folder Selected\`, \`0x00c84c10\` = \`photo\`,
0x00c84c18	?	picasa-keptalca.md	47. 20.2 A felirat NÉGY változatban áll elő — nem egyben	884	\`0x00c84c18\` = \`photos\`, \`0x00c8f0ac\` = \`No selection\`.
0x00c85524	?	filterdesc-registry.md	110. 2. A binárisbeli olvasat — megerősítve és BŐVÍTVE	4328	\`0x00c85524\` sztringből veszi, és a \`+0x24\` illetve \`+0x2c\` tagba írja —
0x00c85794	?	binaris-regeszet-modszertan.md	60. ⛔ A csapda, ami ugyanabban a körben majdnem elkapott	1026	(\`0x00c85794\` / \`0x00c857d4\`) — **másik osztály**.
0x00c857d4	?	binaris-regeszet-modszertan.md	60. ⛔ A csapda, ami ugyanabban a körben majdnem elkapott	1026	(\`0x00c85794\` / \`0x00c857d4\`) — **másik osztály**.
0x00c85814	?	binaris-regeszet-modszertan.md	59. 14/e. Adat-hivatkozás keresése — a vtábla-konstruktorokhoz (2026-08-27)	1005	./venv-dis/bin/python find_data_refs.py 0x00c85814
0x00c85814	?	pmp-database.md	70. 5/b A rejtett HTTP-szerver RÉSZLETEI — port és bekapcsolók (2026-08-27)	1845	\`0x00c85814\`, metódusa a már ismert kérés-kezelő \`0x004cbc60\`).
0x00c85ef8	konstans	pmp-database.md	87. 8.2 `*_index.db` — NÉGY párhuzamos tömb (HELYESBÍTVE 2026-09-03)	2532	\| \`0x006b807f\` \| \`edi = 0x00c85ef8\` → a \`"wbS"\` fopen-mód sztringje \|
0x00c85fa0	vtábla	binaris-regeszet-modszertan.md	60. ⛔ A csapda, ami ugyanabban a körben majdnem elkapott	1025	(vtábla \`0xc85fa0\`), miközben a szerver-socket \`ytSocket\`/\`ytHTTPd\`
0x00c85fdc	?	picasa-menu-parancsok-viselkedes.md	360. 6. MI FUT LE UTÁNA	5725	\`utasítás 0xc85fdc\` = \`progress\`).
0x00c86400	?	picasa-fo-ablak-elrendezes.md	15. Támogatott fájltípusok	366	\`.jpg\` (\`0x00c80a50\`), \`.jpeg\` (\`0x00c86408\`), \`.jpe\` (\`0x00c86400\`), …;
0x00c86408	?	picasa-fo-ablak-elrendezes.md	15. Támogatott fájltípusok	366	\`.jpg\` (\`0x00c80a50\`), \`.jpeg\` (\`0x00c86408\`), \`.jpe\` (\`0x00c86400\`), …;
0x00c86410	?	picasa-mappakezelo.md	51. 13.5 A `ytVolumeIsExternalFS` predikátum — és miért NEM ellentmondás a neve	1665	0x007c84c4 utasítás 0xc86410 ; "NTFS"
0x00c86458	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2384	0x004e9cec push "DirscanRegression" ; 0x00c86458
0x00c864d4	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2265	Name,Creation Time,Access Time,Size,Type,Dirty,Valid (fejléc, 0x00c864d4)
0x00c8650c	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2266	"%s",%f,%f,%d,%d,%d,%d (sor, 0x00c8650c)
0x00c86524	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2295	\`badfiles.txt\`-et is (\`0x00c86524\`, \`0x004f299c\`), és abban végigmegy az
0x00c86534	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2300	\| **4** \| \`%s (badfile)\n\` (\`0x00c86534\`) \| \`0x004f2a58\`–\`0x004f2a8a\` \|
0x00c86544	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2301	\| **5** \| \`%s (baddirectory)\n\` (\`0x00c86544\`) \| \`0x004f2aaa\`–\`0x004f2ad8\` \|
0x00c865ac	?	picasa-mappakezelo.md	42. 11.3 A `scanlist.txt` — három szakasz, három formátum	1300	\| 2.
0x00c865b4	?	picasa-mappakezelo.md	42. 11.3 A `scanlist.txt` — három szakasz, három formátum	1301	\| 3.
0x00c86d80	konstans	picasa-mappakezelo.md	51. 13.5 A `ytVolumeIsExternalFS` predikátum — és miért NEM ellentmondás a neve	1638	\| \`ytVolumeIsNetwork\` \| \`0x00c86d80\` \| \`0x0099c1a0\` \| \`GetDriveTypeA("<betű>:\") == 4\` (**DRIVE_REMOTE**) \|
0x00c86da8	?	picasa-mappakezelo.md	51. 13.5 A `ytVolumeIsExternalFS` predikátum — és miért NEM ellentmondás a neve	1640	\| \`ytVolumeIsNTFS\` \| \`0x00c86da8\` \| **\`0x007c84c0\`** \| \`fs == "NTFS"\` \|
0x00c86f24	?	filterdesc-registry.md	98. 1. `[0x00d67f68]` = a szűrő-regiszter, a `runtime\filterdesc.xml`-ből	3999	(\`0x00c86f24\` = **\`desat\`**) saját osztállyal szolgál ki, minden mást a
0x00c86f24	vtábla	filterdesc-registry.md	122. 2. A lánc újramérése — mind a nyolc szem	4926	\| 3 \| a kereső (\`regiszter vtbl+4\` = \`FUN_0050e460\`) **egyetlen** azonosítót kezel külön: \`desat\` (\`0x00c86f…
0x00c86f24	függvény	picasa-ini-format.md	44. A `desat` — egy szűrőnév, amit nem ismertünk (#643 mellékága, 2026-08-15)	1458	egyszer szerepel karakterláncként (\`0x00c86f24\`), és négy függvény hivatkozik
0x00c86f2c	?	filters-decoded.md	70. `tint` — a színparaméter feldolgozása (2026-08-15, a „Nyitva 4" részleges megoldása)	2131	(\`0x00c86f2c\`, hivatkozók közt \`0x007518e0\`, \`0x005fa770\`).
0x00c87128	?	filterdesc-registry.md	62. 2/b. ⛔ HELYESBÍTÉS: az `Exposure` NEGYEDIK attribútuma a `fill` — és épp az hajtja az 5 pontos görbét (2026-09-04, #2238)	3272	(\`0x00c87128\`, a \`+0x50\` tagba, \`0x00bb…\`/\`0x00bc1b04\`).
0x00c87160	?	picasa-gyorsbillentyuk.md	41. 10.14 A CSÚSZKA-LÉPTETÉS — `+` / `=` / `−` / `_`	1029	0x005d22ee utasítás 0xc87160 ; "editslider%d/editslider"
0x00c871e4	?	ui-audit-editor.md	97. A betöltő és az EGYETLEN létrehozási helye	2502	\| a futtató metódusa \| \`0x0050e8d0\`, az \`editpanel/fxpreview%d\` elembe tölt (\`0x00c871e4\`) \|
0x00c874ac	vtábla	ui-audit-editor.md	97. A betöltő és az EGYETLEN létrehozási helye	2499	\| a betöltő osztály \| \`FilterGridItemLoaderJob\`, RTTI-vtábla \`0x00c874ac\` (+ \`0x00c874bc\`) \|
0x00c874bc	vtábla	ui-audit-editor.md	97. A betöltő és az EGYETLEN létrehozási helye	2499	\| a betöltő osztály \| \`FilterGridItemLoaderJob\`, RTTI-vtábla \`0x00c874ac\` (+ \`0x00c874bc\`) \|
0x00c87530	adat	picasa-elso-inditas.md	13. 6.5 A választástól a beolvasási listáig — a teljes lánc (U4)	293	> \`X:\\` formátumú gyökereket adja, a \`"X:\"\` sztring a \`0xc87530\`-n).
0x00c878ec	?	picasa-keptalca.md	9. 6. A jelvény a rácsban — LEZÁRVA: a `#holdadorner` az adorner-CSALÁD tagja (2026-09-01)	150	\| +0x50 \| \`adorners/star\` \| \`0x00c878ec\` \|
0x00c88a2c	?	picasa-menu-parancsok-viselkedes.md	86. 36.2 `ID_TOOLS_INCLUDEEXCLUDEFOLDERS` — a kapu, ami szürkíti	1518	csomópont keresése (\`0x9c2fc0\`, névsztring \`0xc88a2c\`), majd
0x00c88a54	konstans	picasa-kereses-modok.md	14. A kattintás ugyanezt teszi	211	\`0x005d94d3\`, hossz \`0x19\` = 25 bájt), \`viewallbutton\` (\`0x00c88a54\`) —,
0x00c88efc	?	kek-info-sav.md	32. 10.4 ⭐ A CÍMKE-rész bekötése — ugyanez a függvény, öt szóközzel	520	0x00570438 utasítás 0x00c88efc ; az ELVÁLASZTÓ
0x00c88efc	?	kek-info-sav.md	32. 10.4 ⭐ A CÍMKE-rész bekötése — ugyanez a függvény, öt szóközzel	525	A \`0x00c88efc\` tartalma bájtonként kiolvasva: **öt szóköz** (\`' '\`) —
0x00c89488	?	picasa-kereses-modok.md	6. 4. Az importáláskori másodpéldány-ellenőrzés — külön, aszinkron	79	\| \`iCAcquireDupeCheckJob\` \| RTTI \`0x00c89488\` \|
0x00c89490	?	picasa-kereses-modok.md	6. 4. Az importáláskori másodpéldány-ellenőrzés — külön, aszinkron	78	\| \`iCAcquireDupeChecker\` \| RTTI \`0x00c89490\` \|
0x00c894b8	?	picasa-kereses-modok.md	6. 4. Az importáláskori másodpéldány-ellenőrzés — külön, aszinkron	80	\| \`ytAsyncQueue<iCAcquireDupeCheckJob>\` \| RTTI \`0x00c894b8\` \|
0x00c8979c	?	picasa-konyvtar-eszkoztar-viselkedes.md	18. 6.2 HELYESBÍTÉS 1 — a „`Labels` kulcs 6-os indexe" félreolvasás	451	áll például a kollázs-írónál, \`0x008347c1 utasítás 0xc8979c\` + \`utasítás eax,[esi+7]\`
0x00c89a00	?	biztonsagi-mentes.md	38. 13.2 A két név EGY helyről jön — testvérfüggvény-pár	915	\| \`0x00843a30\` (94 b) \| **\`files.txt\`** \| \`utasítás 0xcc17c4\` = \`"txt"\` · \`utasítás 0xc89a00\` = \`"files…
0x00c89a00	függvény	biztonsagi-mentes.md	56. 15.8 A `NewBkDialog` vezérlői — a készlet-párbeszéd MŰKÖDÉSE	1370	\| \`files\` \| \`0x00c89a00\` \| \`FUN_00679310\` (\`0x006793cd\`, \`0x0067941e\`) · \`FUN_00678e80\` (\`0x00679113\…
0x00c8ab74	?	picasa-lebego-ertesito.md	2. 1. ág — képernyőfelvétel mentése	33	\| \`CThumbUI::screensaved\` \| Screenshot saved \| **A képernyőfelvétel mentése sikerült** \| \`0x00c8ab74\` \|
0x00c8ae44	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	365	0x00541bc9 utasítás 0xc8ae44 ; "EnableColorManagement"
0x00c8ae5c	konstans	00-index.md	32. [picasa-email-kuldes.md](picasa-email-kuldes.md) — 0 nyílt · 3 lezárva · 0 blokkolt (frissítve: 2026-09-05)	1285	⭐ **2026-09-03 (6.
0x00c8ae5c	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	342	(\`0x00c8ae5c\`), és három, egy helyen beállított darabból áll össze —
0x00c8ae5c	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	366	0x00541bd3 utasítás ecx, 0xc8ae5c ; "SOFTWARE\Google\Picasa\Picasa2\Preferences\"
0x00c8b714	?	export-parbeszed.md	29. 11.2 A film-csoport letiltása — **a TÉNY mérve, az OK következtetés**	571	\| \`sizetext\`, \`watermark\` \| \`0xC8B714\` \| (a sor tiltva/aktív a kötés szerint) \|
0x00c8b764	konstans	export-parbeszed.md	63. 13.6 A beállítások OLVASÁSA — és ami a 2. pontból megvan	1197	vtable 89.
0x00c8b764	konstans	export-parbeszed.md	64. 13.7 MIKOR íródnak ki a beállítások — OK-ra, EGYSZERRE (2026-08-21, E3)	1211	vtable 89.
0x00c8b764	konstans	export-parbeszed.md	64. 13.7 MIKOR íródnak ki a beállítások — OK-ra, EGYSZERRE (2026-08-21, E3)	1236	(\`0x00c8b764 + 0x168 = 0x00c8b8cc\`) a **\`0x00b0d990\`**, ami egyetlen
0x00c8b8c8	konstans	export-parbeszed.md	63. 13.6 A beállítások OLVASÁSA — és ami a 2. pontból megvan	1197	vtable 89.
0x00c8b8c8	konstans	export-parbeszed.md	64. 13.7 MIKOR íródnak ki a beállítások — OK-ra, EGYSZERRE (2026-08-21, E3)	1211	vtable 89.
0x00c8b8cc	konstans	export-parbeszed.md	64. 13.7 MIKOR íródnak ki a beállítások — OK-ra, EGYSZERRE (2026-08-21, E3)	1236	(\`0x00c8b764 + 0x168 = 0x00c8b8cc\`) a **\`0x00b0d990\`**, ami egyetlen
0x00c8c3d4	adat	picasa-gyorsbillentyuk.md	4. 2.1 Hogyan olvassa be a Picasa	57	\| a betöltő a **lemezes felülbírálatot** keresi \| \`0x009a16b0\`, a \`runtime\shortcuts.xml\` sztring \`0x00c8c3d4\…
0x00c8c3d4	?	picasa-menu-leltar.md	35. 8.7 ⛔ ÖNHELYESBÍTÉS: ez a szál NAGYRÉSZT ÚJRAFELFEDEZÉS volt — a testvérlap már tudta (2026-09-10, #2821)	824	\| a \`SHORTCUTS.XML\` 48 rekesze és a \`runtime\shortcuts.xml\` lemezes felülbírálat (\`0x009a16b0\`, \`0x00c8c3d4\`…
0x00c8c494	?	picasa-gyorsbillentyuk.md	13. 3.4 Egy megfigyelt furcsaság: a menüsávban a „Delete" angolul marad	342	(\`0x00c8c494\`), amelynek magyar értéke a \`stringres\`-ben **„Törlés"**.
0x00c8c4e4	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	93	\| 7 \| — \| **elválasztó** (\`CMenuBar::Enter\`, \`0xc8c4e4\`) \| — \|
0x00c8c520	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	92	\| 6 \| \`FolderPhotoWin::ID_FILE_LOCATEONDISK\` (\`0xcadd5c\`) \| *&Locate on Disk* (\`0xc8c520\`) \| **&Keresés a l…
0x00c8cd5c	adat	picasa-konyvtar-eszkoztar-viselkedes.md	8. ✅ A `ShowAlbumThumbnails2` preferencia pontos szerepe — LEZÁRVA	282	in Library", a string-címek \`0xc8cd5c\`/\`0xc8cd7c\`);
0x00c8cd7c	adat	picasa-konyvtar-eszkoztar-viselkedes.md	8. ✅ A `ShowAlbumThumbnails2` preferencia pontos szerepe — LEZÁRVA	282	in Library", a string-címek \`0xc8cd5c\`/\`0xc8cd7c\`);
0x00c8d778	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	91	\| 5 \| \`AlbumPhoto::ID_PICTURE_ROTATECOUNTERCLOCKWISE\` (\`0xcadbc0\`) \| *Rotate &Counterclockwise* (\`0xc8d778\`)…
0x00c8d794	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	96	**Nyitva:** a 4./5.
0x00c8d7c4	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	90	\| 4 \| \`AlbumPhoto::ID_PICTURE_ROTATECLOCKWISE\` (\`0xcadf04\`) \| *R&otate Clockwise* (\`0xc8d7c4\`) \| — \|
0x00c8d800	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	94	\| 8 \| \`AlbumPhotoWin::ID_PICTURE_PROPERTIES\` (\`0xcadedc\`) \| *Propert&ies* (\`0xc8d800\`) \| **T&ulajdonságok** \|
0x00c8d8b8	?	picasa-keptalca.md	4. 3. A `Tray` helyi menü — ~~PONTOSAN két parancs~~ **NYOLC SOR** (helyesbítve 2026-09-01)	87	\| 1 \| \`AlbumPhoto::ID_PICTURE_VIEW\` (\`0xcadb44\`) \| *&View and Edit* (\`0xc8d8b8\`) \| **&Megjelenítés és szerk…
0x00c8d9c0	?	filters-decoded.md	108. A binárisban EGYETLEN hex-darabka van	3229	(\`0x00c8d9c0\` környéke, a \`filter_%s_label0\` előtt):
0x00c8ded4	?	picasa-kereses-modok.md	12. ⭐ AZONOS a Kísérleti almenü „Fájlok másodpéldányainak megjelenítése"	186	0x0055c2bd utasítás 0xc8ded4 ; "eMenuTools::ID_DUPES"
0x00c8e44c	konstans	picasa-konyvtar-eszkoztar-viselkedes.md	16. 6. ⛳ MEGVAN a jelölt albumnév — és három HELYESBÍTÉS a 2. szakaszhoz (2026-09-14, 302. kör, #2911)	412	\`0x00c8e44c\` = \`IDS_DEFAULT_ALBUM_NAME\` (id \`0x8a\` = 138), a nézetfrissítő
0x00c8e44c	?	picasa-konyvtar-eszkoztar-viselkedes.md	17. 6.1 A név: `IDS_DEFAULT_ALBUM_NAME` — „Untitled" / „Névtelen"	422	0x0055cfaa utasítás 0xc8e44c ; "IDS_DEFAULT_ALBUM_NAME"
0x00c8e67c	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	500	0x00565974 utasítás 0xc8e67c ; "HLISTDIV"
0x00c8e67c	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	512	\| \`HLISTDIV\` \| **\`0.216406\`** \| \`0xc8e67c\` / \`0xc8e688\` \|
0x00c8e67c	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	523	2.
0x00c8e67c	?	picasa-fo-ablak-elrendezes.md	43. 5. ⛔ KIMERÍTŐ NEGATÍV: az osztósáv állása NEM őrződik meg	849	\| \`HLISTDIV\` \| 1 \| \`0x00c8e67c\` (az elsőindulási maradék, ld.
0x00c8e688	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	504	0x00565a02 utasítás 0xc8e688 ; "0.216406" <- ALAPÉRTÉK
0x00c8e688	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	512	\| \`HLISTDIV\` \| **\`0.216406\`** \| \`0xc8e67c\` / \`0xc8e688\` \|
0x00c8e694	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	506	0x00565a2a utasítás 0xc8e694 ; "VLISTDIV"
0x00c8e694	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	513	\| \`VLISTDIV\` \| **\`0.1\`** \| \`0xc8e694\` / \`0xc8e6a0\` \|
0x00c8e694	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	524	\`0xc8e694\`, és a két alapérték-sztringé is): szekciónként végigpásztázva
0x00c8e6a0	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	507	0x00565ab3 utasítás 0xc8e6a0 ; "0.1" <- ALAPÉRTÉK
0x00c8e6a0	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	513	\| \`VLISTDIV\` \| **\`0.1\`** \| \`0xc8e694\` / \`0xc8e6a0\` \|
0x00c8e8c4	konstans	ui-audit-editor.md	93. 2. `editpanel/editslideshow` — a már megépített `editcollage` IKERPÁRJA	2350	\| **mozgófilm** \| **9 vagy 0x0b** \| **\`.mxf\`** (\`0x00c8e8c4\`) \| \`[leíró+0x30] = 1\` \| \`0x0077f809\`–\`0x00…
0x00c8efd8	?	picasa-keptalca.md	47. 20.2 A felirat NÉGY változatban áll elő — nem egyben	882	\`0x00c8f070\` = \`%s - %d %s\`, \`0x00c8efd8\` = \`Album Selected\`,
0x00c8f004	?	picasa-keptalca.md	47. 20.2 A felirat NÉGY változatban áll elő — nem egyben	883	\`0x00c8f004\` = \`Folder Selected\`, \`0x00c84c10\` = \`photo\`,
